,anime_name,anime_genre,character_name,character_mbti_type,Characters Kept,Apple TV,Youtube,Rating (IMDb),Message
1147,Bungou Stray Dogs,Seinen,Mizuki Tsujimura,ENFP,,,,7.8,
1148,Bungou Stray Dogs,Seinen,Young Oda Sakonuske (Odasaku),INFJ,,,,7.8,
1149,Bungou Stray Dogs,Seinen,Karl,INTJ,,,,7.8,
1150,Bungou Stray Dogs,Seinen,Koyo Ozaki,ENFJ,,,,7.8,
1151,Bungou Stray Dogs,Seinen,Howard Phillips Lovecraft,INTP,,,,7.8,
1152,Bungou Stray Dogs,Seinen,Bald Guy,INFP,,,,7.8,
1153,Bungou Stray Dogs,Seinen,Elise,ESTP,,,,7.8,
1154,Bungou Stray Dogs,Seinen,Tokio Murakami,ENFJ,,,,7.8,
1155,Bungou Stray Dogs,Seinen,Nathaniel Hawthorne,ISTJ,,,,7.8,
1156,Bungou Stray Dogs,Seinen,Ryuro Hirotsu,ISTJ,,,,7.8,
1157,Bungou Stray Dogs,Seinen,Akiko Yosano (Beast),ISTP,,,,7.8,
1158,Bungou Stray Dogs,Seinen,Paul Verlaine,INTJ,,,,7.8,
1159,Bungou Stray Dogs,Seinen,Shosaku Katsura,INTJ,,,,7.8,
1160,Bungou Stray Dogs,Seinen,John Steinbeck,ENFJ,,,,7.8,
1161,Bungou Stray Dogs,Seinen,Adam Frankenstein,ISFJ,,,,7.8,
1162,Bungou Stray Dogs,Seinen,Albatross,ESFP,,,,7.8,
1163,Bungou Stray Dogs,Seinen,Natsuhiko Kyogoku,ENTP,,,,7.8,
1164,Bungou Stray Dogs,Seinen,Natsume Soseki,INFJ,,,,7.8,
1165,Bungou Stray Dogs,Seinen,Kirako Haruno,ESFJ,,,,7.8,
1166,Bungou Stray Dogs,Seinen,Margaret Mitchell,ESTJ,,,,7.8,
1167,Bungou Stray Dogs,Seinen,Waitress,ESFJ,,,,7.8,
1168,Bungou Stray Dogs,Seinen,Gab,ISFJ,,,,7.8,
1169,Bungou Stray Dogs,Seinen,Agatha Christie,ENFJ,,,,7.8,
1170,Bungou Stray Dogs,Seinen,Ivan Goncharov,ISFJ,,,,7.8,
1171,Bungou Stray Dogs,Seinen,Unnamed Blonde Guy,ESTP,,,,7.8,
1172,Bungou Stray Dogs,Seinen,Karma,INFP,,,,7.8,
1173,Bungou Stray Dogs,Seinen,Shinji,INFP,,,,7.8,
1174,Bungou Stray Dogs,Seinen,Alexander Pushkin,ESTP,,,,7.8,
1175,Bungou Stray Dogs,Seinen,Architect,INTJ,,,,7.8,
1176,Bungou Stray Dogs,Seinen,Atsushi Nakajima (Beast),INFP,,,,7.8,
1177,Bungou Stray Dogs,Seinen,Azure King,ISTJ,,,,7.8,
1178,Bungou Stray Dogs,Seinen,Ace,ESTJ,,,,7.8,
1179,Bungou Stray Dogs,Seinen,Headmaster,ESTJ,,,,7.8,
1180,Bungou Stray Dogs,Seinen,Shirase,ESFP,,,,7.8,
1181,Bungou Stray Dogs,Seinen,Seishi Yokomizo,INFJ,,,,7.8,
1182,Bungou Stray Dogs,Seinen,Unnamed British Guy,ESTP,,,,7.8,
1183,Bungou Stray Dogs,Seinen,André Gide,ENFJ,,,,7.8,
1184,Bungou Stray Dogs,Seinen,Nobuko Sasaki,ISFJ,,,,7.8,
1185,Bungou Stray Dogs,Seinen,Jules Verne,ENTP,,,,7.8,
1186,Bungou Stray Dogs,Seinen,Lippmann,ENFJ,,,,7.8,
1187,Bungou Stray Dogs,Seinen,Melville Herman,ISFJ,,,,7.8,
1188,Bungou Stray Dogs,Seinen,Thumbnail,ESTP,,,,7.8,
1189,Bungou Stray Dogs,Seinen,Michizo Tachihara's brother (unnamed),INFJ,,,,7.8,
1190,Bungou Stray Dogs,Seinen,Sakura,ISFJ,,,,7.8,
1191,Bungou Stray Dogs,Seinen,Chuuya Nakahara (Beast),ESTP,,,,7.8,
1192,Bungou Stray Dogs,Seinen,Rokuzo Taguchi,INTP,,,,7.8,
1193,Bungou Stray Dogs,Seinen,Yuan,ESFP,,,,7.8,
1194,Bungou Stray Dogs,Seinen,Kyoka's mother,INFJ,,,,7.8,
1195,Bungou Stray Dogs,Seinen,Professor N.,ENTJ,,,,7.8,
1196,Bungou Stray Dogs,Seinen,Port Mafia,ENTJ,,,,7.8,
1197,Bungou Stray Dogs,Seinen,Unnamed ability user,ESFP,,,,7.8,
1198,Bungou Stray Dogs,Seinen,Untold Origins (the story itself),ENFP,,,,7.8,
1199,Bungou Stray Dogs,Seinen,Herbert George Wells,INFJ,,,,7.8,
1200,Bungou Stray Dogs,Seinen,Sakunosuke Oda (Beast),INFJ,,,,7.8,
1201,Bungou Stray Dogs,Seinen,Piano Man,ENTP,,,,7.8,
1202,Bungou Stray Dogs,Seinen,Iceman,ISTP,,,,7.8,
1203,Bungou Stray Dogs,Seinen,Murakoso,ISTP,,,,7.8,
1204,Bungou Stray Dogs,Seinen,Tonan,ESTJ,,,,7.8,
1205,Bungou Stray Dogs,Seinen,Master Carlyle,ISTJ,,,,7.8,
1206,Bungou Stray Dogs,Seinen,T. J. Eckleburg,INTP,,,,7.8,
1207,Bungou Stray Dogs,Seinen,Kyoka's father,ISTP,,,,7.8,
1208,Bungou Stray Dogs,Seinen,Proprietor (Mikami),ESFP,,,,7.8,
1209,Bungou Stray Dogs,Seinen,Doppo Kunikida (Beast),ISTJ,,,,7.8,
1210,Bungou Stray Dogs,Seinen,Armed Detective Agency,ISTJ,,,,7.8,
1211,Bungou Stray Dogs,Seinen,Decay of the Angel,INTJ,,,,7.8,
1212,Bungou Stray Dogs,Seinen,Ms. Egawa,ESTJ,,,,7.8,
1213,Bungou Stray Dogs,Seinen,Jun Mitamura,ISFP,,,,7.8,
1214,Bungou Stray Dogs,Seinen,Kosuke,ESTP,,,,7.8,
1215,Bungou Stray Dogs,Seinen,Katsumi,ESFP,,,,7.8,
1216,Bungou Stray Dogs,Seinen,Yu,ENFP,,,,7.8,
1217,Bungou Stray Dogs,Seinen,Sugimoto,ISFJ,,,,7.8,
1218,Bungou Stray Dogs,Seinen,Yamagiwa,ESFJ,,,,7.8,
1219,Bungou Stray Dogs,Seinen,Kyoka Izumi (Beast),ISTJ,,,,7.8,
1220,Bungou Stray Dogs,Seinen,Doc,INTP,,,,7.8,
1221,Bungou Stray Dogs,Seinen,Minora,ISTJ,,,,7.8,
1222,Bungou Stray Dogs,Seinen,James L.,ISTJ,,,,7.8,
1223,Bungou Stray Dogs,Seinen,Santoka Taneda,ESFJ,,,,7.8,
1224,Bungou Stray Dogs,Seinen,Takuichi Aoki,ISTJ,,,,7.8,
1225,Bungou Stray Dogs,Seinen,Tom Buchanan,ESTJ,,,,7.8,
1226,Bungou Stray Dogs,Seinen,Kurosaki (Kizaki),ISTP,,,,7.8,
1227,Bungou Stray Dogs,Seinen,Ukai,ESFJ,,,,7.8,
1228,Bungou Stray Dogs,Seinen,Reida,INFP,,,,7.8,
1229,Bungou Stray Dogs,Seinen,Unnamed Reporter,ESTJ,,,,7.8,
1230,Bungou Stray Dogs,Seinen,Colonel,ESTP,,,,7.8,
1231,Bungou Stray Dogs,Seinen,Detective Murase,ISTJ,,,,7.8,
1232,Bungou Stray Dogs,Seinen,Director Sakashita,ESTP,,,,7.8,
1233,Bungou Stray Dogs,Seinen,Anne of Abyssal Red (Ability),ISFJ,,,,7.8,
1234,Bungou Stray Dogs,Seinen,Kubo (Engineer),ISTP,,,,7.8,
1235,Bungou Stray Dogs,Seinen,Gin Akutagawa (Beast),ISTP,,,,7.8,
1236,Bungou Stray Dogs,Seinen,Unknown Policeman,ESTJ,,,,7.8,
1237,Bungou Stray Dogs,Seinen,Kenji Miyazawa (Beast),ESFJ,,,,7.8,
1238,Bungou Stray Dogs,Seinen,Naomi Tanizaki (Beast),ESFP,,,,7.8,
1239,Bungou Stray Dogs,Seinen,Jun'ichirō Tanizaki (Beast),ISFP,,,,7.8,
1240,Bungou Stray Dogs,Seinen,Minoura,ESFJ,,,,7.8,
1241,Bungou Stray Dogs,Seinen,Briareus,ENTP,,,,7.8,
1242,Bungou Stray Dogs,Seinen,Security Guard,ENTJ,,,,7.8,
1243,Bungou Stray Dogs,Seinen,Rats In The House Of The Dead,INTJ,,,,7.8,
1244,Bungou Stray Dogs,Seinen,S&K Corporation Secretary,ISTJ,,,,7.8,
1245,Bungou Stray Dogs,Seinen,Dr. Wollstonecraft,ENFP,,,,7.8,
1246,Tokyo Revengers,Shounen,Rindou Haitani,ESTP,,,,7.8,
1247,Tokyo Revengers,Shounen,"Manjirou ""Mikey"" Sano",INTP,,,,7.8,
1248,Tokyo Revengers,Shounen,Chifuyu Matsuno,INFP,,,,7.8,
1249,Tokyo Revengers,Shounen,"Ken ""Draken"" Ryuguji",ESTP,,,,7.8,
1250,Tokyo Revengers,Shounen,Ran Haitani,ESTJ,,,,7.8,
1251,Tokyo Revengers,Shounen,Izana Kurokawa,ENTJ,,,,7.8,
1252,Tokyo Revengers,Shounen,Sanzu Haruchiyo,ENTP,,,,7.8,
1253,Tokyo Revengers,Shounen,Senju Kawaragi,ESFP,,,,7.8,
1254,Tokyo Revengers,Shounen,Takemichi “Takemitchy” Hanagaki,ISFP,,,,7.8,
1255,Tokyo Revengers,Shounen,Kazutora Hanemiya,ISFP,,,,7.8,
1256,Tokyo Revengers,Shounen,Shuji Hanma,ESTP,,,,7.8,
1257,Tokyo Revengers,Shounen,Takashi Mitsuya,INFJ,,,,7.8,
1258,Tokyo Revengers,Shounen,Tetta Kisaki,INTJ,,,,7.8,
1259,Tokyo Revengers,Shounen,Hajime Kokonoi,ESTJ,,,,7.8,
1260,Tokyo Revengers,Shounen,Seishu Inui,ISFP,,,,7.8,
1261,Tokyo Revengers,Shounen,"Keisuke ""Edward"" Baji",ESTP,,,,7.8,
1262,Tokyo Revengers,Shounen,Wakasa Imaushi,ISTP,,,,7.8,
1263,Tokyo Revengers,Shounen,Naoto Tachibana,ISTJ,,,,7.8,
1264,Tokyo Revengers,Shounen,Taiju Shiba,ESTJ,,,,7.8,
1265,Tokyo Revengers,Shounen,Yuzuha Shiba,ISFJ,,,,7.8,
1266,Tokyo Revengers,Shounen,"Yoshino ""Rakki"" Ichiro",ENTP,,,,7.8,
1267,Tokyo Revengers,Shounen,Kakucho,INFJ,,,,7.8,
1268,Tokyo Revengers,Shounen,Ryusei Satou (Tokyo Revengers Chifuyu Spinoff),ENTP,,,,7.8,
1269,Tokyo Revengers,Shounen,"Kiyomaro ""Akamaro"" Mori (Spin-off)",ENTP,,,,7.8,
1270,Tokyo Revengers,Shounen,"Nahoya ""Smiley"" Kawata",ESTP,,,,7.8,
1271,Tokyo Revengers,Shounen,Hinata Tachibana,ESFJ,,,,7.8,
1272,Tokyo Revengers,Shounen,"Minami ""South"" Terano",ESTP,,,,7.8,
1273,Tokyo Revengers,Shounen,Hishi Kojiro,ENTP,,,,7.8,
1274,Tokyo Revengers,Shounen,Shinichiro Sano,ENFJ,,,,7.8,
1275,Tokyo Revengers,Shounen,Ema Sano,ESFP,,,,7.8,
1276,Tokyo Revengers,Shounen,Takeomi Akashi,ESTJ,,,,7.8,
1277,Tokyo Revengers,Shounen,"Souya ""Angry"" Kawata",ISFJ,,,,7.8,
1278,Tokyo Revengers,Shounen,Akane Inui,INFJ,,,,7.8,
1279,Tokyo Revengers,Shounen,Takuya Yamamoto,INFP,,,,7.8,
1280,Tokyo Revengers,Shounen,"Atsushi ""Akkun"" Sendou",ENFJ,,,,7.8,
1281,Tokyo Revengers,Shounen,Taiju's bike,ESTP,,,,7.8,
1282,Tokyo Revengers,Shounen,Shion Madarame,ESTP,,,,7.8,
1283,Tokyo Revengers,Shounen,Hakkai Shiba,INFP,,,,7.8,
1284,Tokyo Revengers,Shounen,Truck-kun,ENTP,,,,7.8,
1285,Tokyo Revengers,Shounen,Kazushi Yamagishi,ENTP,,,,7.8,
1286,Tokyo Revengers,Shounen,Karen Kurokawa,INTJ,,,,7.8,
1287,Tokyo Revengers,Shounen,"Masataka ""Kiyomasa"" Kiyomizu",ESTJ,,,,7.8,
1288,Tokyo Revengers,Shounen,Mana Mitsuya,ESTJ,,,,7.8,
1289,Tokyo Revengers,Shounen,Ryusei’s Mom,ESFP,,,,7.8,
1290,Tokyo Revengers,Shounen,"Yasuhiro ""Mucho"" Mutou",ISTP,,,,7.8,
1291,Tokyo Revengers,Shounen,Brahman,INTJ,,,,7.8,
1292,Tokyo Revengers,Shounen,Masato Tachibana,ESTJ,,,,7.8,
1293,Tokyo Revengers,Shounen,Dino,ENTP,,,,7.8,
1294,Tokyo Revengers,Shounen,"Keizou ""Benkei"" Arashi",ESTP,,,,7.8,
1295,Tokyo Revengers,Shounen,Peke J,ENTP,,,,7.8,
1296,Tokyo Revengers,Shounen,Tokyo Manji Gang,ENFJ,,,,7.8,
1297,Tokyo Revengers,Shounen,"Ryohei ""Peh-yan"" Hayashi",ESFP,,,,7.8,
1298,Tokyo Revengers,Shounen,Tenjiku,ENTP,,,,7.8,
1299,Tokyo Revengers,Shounen,Yuzuha's mother,INFJ,,,,7.8,
1300,Tokyo Revengers,Shounen,Kanji Mochizuki,ESTP,,,,7.8,
1301,Tokyo Revengers,Shounen,Thousand Winters,INFP,,,,7.8,
1302,Tokyo Revengers,Shounen,"Ryuko Baji ""Baji's mother""",ESTJ,,,,7.8,
1303,Tokyo Revengers,Shounen,Luna Mitsuya,ENFP,,,,7.8,
1304,Tokyo Revengers,Shounen,Choji,ISTP,,,,7.8,
1305,Tokyo Revengers,Shounen,Chome,ESFP,,,,7.8,
1306,Tokyo Revengers,Shounen,Chifuyu's Mother,ENFJ,,,,7.8,
1307,Tokyo Revengers,Shounen,"Haruki ""Pah-chin"" Hayashida",ESFP,,,,7.8,
1308,Tokyo Revengers,Shounen,Makoto Suzuki,ESTP,,,,7.8,
1309,Tokyo Revengers,Shounen,Black Dragon,ENTJ,,,,7.8,
1310,Tokyo Revengers,Shounen,Bonten,INTJ,,,,7.8,
1311,Tokyo Revengers,Shounen,Yasuda,ISTJ,,,,7.8,
1312,Tokyo Revengers,Shounen,Leanman (Gariman),ESTP,,,,7.8,
1313,Tokyo Revengers,Shounen,Morita Yumi,ENFP,,,,7.8,
1314,Tokyo Revengers,Shounen,Nobutaka Osanai,ESTP,,,,7.8,
1315,Tokyo Revengers,Shounen,Moebius,ESTP,,,,7.8,
1316,Tokyo Revengers,Shounen,Valhalla,ENTP,,,,7.8,
1317,Tokyo Revengers,Shounen,Chonbo,ENFP,,,,7.8,
1318,Tokyo Revengers,Shounen,Sakurako Sano,ISFJ,,,,7.8,
1319,Tokyo Revengers,Shounen,Chuu (baji keisuke kara no tegami spin-off),ENFJ,,,,7.8,
1320,Tokyo Revengers,Shounen,Hiroji Aoki,ESFP,,,,7.8,
1321,Jujutsu Kaisen,Shounen,Toji Fushiguro,ISTP,,,,8.5,
1322,Jujutsu Kaisen,Shounen,Suguru Getō,INTJ,,,,8.5,
1323,Jujutsu Kaisen,Shounen,Yuji Itadori,ISFP,,,,8.5,
1324,Jujutsu Kaisen,Shounen,Satoru Gojo,ENTP,,,,8.5,
1325,Jujutsu Kaisen,Shounen,Ryomen Sukuna,ENTJ,,,,8.5,
1326,Jujutsu Kaisen,Shounen,Hajime Kashimo,ESTP,,,,8.5,
1327,Jujutsu Kaisen,Shounen,Nobara Kugisaki,ESTJ,,,,8.5,
1328,Jujutsu Kaisen,Shounen,Maki Zenin,ESTJ,,,,8.5,
1329,Jujutsu Kaisen,Shounen,Megumi Fushiguro,ISTJ,,,,8.5,
1330,Jujutsu Kaisen,Shounen,Kento Nanami,ISTJ,,,,8.5,
1331,Jujutsu Kaisen,Shounen,Yuta Okkotsu,INFJ,,,,8.5,
1332,Jujutsu Kaisen,Shounen,Mei Mei,ENTJ,,,,8.5,
1333,Jujutsu Kaisen,Shounen,Kenjaku,INTJ,,,,8.5,
1334,Jujutsu Kaisen,Shounen,Shoko Ieiri,INTP,,,,8.5,
1335,Jujutsu Kaisen,Shounen,Mahito,ENTP,,,,8.5,
1336,Jujutsu Kaisen,Shounen,Choso,ISTJ,,,,8.5,
1337,Jujutsu Kaisen,Shounen,Mai Zenin,ESTP,,,,8.5,
1338,Jujutsu Kaisen,Shounen,Aoi Todo,ESTP,,,,8.5,
1339,Jujutsu Kaisen,Shounen,Takuma Ino,ESFP,,,,8.5,
1340,Jujutsu Kaisen,Shounen,Toge Inumaki,INTP,,,,8.5,
1341,Jujutsu Kaisen,Shounen,Yuki Tsukumo,ENTP,,,,8.5,
1342,Jujutsu Kaisen,Shounen,Hiromi Higuruma,INTJ,,,,8.5,
1343,Jujutsu Kaisen,Shounen,Kokichi Muta “Ultimate Mechamaru”,INTJ,,,,8.5,
1344,Jujutsu Kaisen,Shounen,Kasumi Miwa,ISFJ,,,,8.5,
1345,Jujutsu Kaisen,Shounen,Junpei Yoshino,INFP,,,,8.5,
1346,Jujutsu Kaisen,Shounen,Yu Haibara,ENFP,,,,8.5,
1347,Jujutsu Kaisen,Shounen,Uraume,INTP,,,,8.5,
1348,Jujutsu Kaisen,Shounen,Kinji Hakari,ESTP,,,,8.5,
1349,Jujutsu Kaisen,Shounen,Utahime Iori,ISTJ,,,,8.5,
1350,Jujutsu Kaisen,Shounen,Six Eyes,INTJ,,,,8.5,
1351,Jujutsu Kaisen,Shounen,Panda,ENTP,,,,8.5,
1352,Jujutsu Kaisen,Shounen,Kiyotaka Ijichi,ISFJ,,,,8.5,
1353,Jujutsu Kaisen,Shounen,Yorozu,ESFP,,,,8.5,
1354,Jujutsu Kaisen,Shounen,Atsuya Kusakabe,ISTP,,,,8.5,
1355,Jujutsu Kaisen,Shounen,Riko Amanai,ENFP,,,,8.5,
1356,Jujutsu Kaisen,Shounen,Fumihiko Takaba,ENFP,,,,8.5,
1357,Jujutsu Kaisen,Shounen,Cursed Spirit Manipulation,ENTJ,,,,8.5,
1358,Jujutsu Kaisen,Shounen,Naobito Zenin,ESTJ,,,,8.5,
1359,Jujutsu Kaisen,Shounen,Naoya Zenin,ESTJ,,,,8.5,
1360,Jujutsu Kaisen,Shounen,Rika Orimoto,ENFP,,,,8.5,
1361,Jujutsu Kaisen,Shounen,Kirara Hoshi,ISFP,,,,8.5,
1362,Jujutsu Kaisen,Shounen,Haruta Shigemo,ESFP,,,,8.5,
1363,Jujutsu Kaisen,Shounen,Tsumiki Fushiguro,ISFJ,,,,8.5,
1364,Jujutsu Kaisen,Shounen,Kaori Itadori,INTJ,,,,8.5,
1365,Jujutsu Kaisen,Shounen,Iori Hazenoki,ISTP,,,,8.5,
1366,Jujutsu Kaisen,Shounen,Inventory Сurse,INFP,,,,8.5,
1367,Jujutsu Kaisen,Shounen,Momo Nishimiya,INFP,,,,8.5,
1368,Jujutsu Kaisen,Shounen,Ui Ui,INTP,,,,8.5,
1369,Jujutsu Kaisen,Shounen,Si-woo Gong,ESTJ,,,,8.5,
1370,Jujutsu Kaisen,Shounen,Yuko Ozawa,ENFJ,,,,8.5,
1371,Jujutsu Kaisen,Shounen,Blood Manipulation,INTJ,,,,8.5,
1372,Jujutsu Kaisen,Shounen,hegoroma,INTP,,,,8.5,
1373,Jujutsu Kaisen,Shounen,Hana Kurusu,INFP,,,,8.5,
1374,Jujutsu Kaisen,Shounen,Limitless,ENTP,,,,8.5,
1375,Jujutsu Kaisen,Shounen,Akari Nitta,ESFJ,,,,8.5,
1376,Jujutsu Kaisen,Shounen,Ratio Technique,ISTJ,,,,8.5,
1377,Jujutsu Kaisen,Shounen,Idle Transfiguration,INTP,,,,8.5,
1378,Jujutsu Kaisen,Shounen,Wasuke Itadori,ISTJ,,,,8.5,
1379,Jujutsu Kaisen,Shounen,Haba,INTP,,,,8.5,
1380,Jujutsu Kaisen,Shounen,Dagon,ISFP,,,,8.5,
1381,Jujutsu Kaisen,Shounen,Miguel,ENTP,,,,8.5,
1382,Jujutsu Kaisen,Shounen,Ten Shadows Technique,INTJ,,,,8.5,
1383,Jujutsu Kaisen,Shounen,Straw Doll Technique,ESTJ,,,,8.5,
1384,Jujutsu Kaisen,Shounen,Ranta Zenin,ESFP,,,,8.5,
1385,Jujutsu Kaisen,Shounen,Shigeru Sonoda,ISTJ,,,,8.5,
1386,Jujutsu Kaisen,Shounen,Noritoshi Kamo,ESTJ,,,,8.5,
1387,Jujutsu Kaisen,Shounen,Hanami,ISFJ,,,,8.5,
1388,Jujutsu Kaisen,Shounen,Nagi Yoshino,ENTP,,,,8.5,
1389,Jujutsu Kaisen,Shounen,Jogo,ESFP,,,,8.5,
1390,Jujutsu Kaisen,Shounen,Masamichi Yaga,ISTP,,,,8.5,
1391,Jujutsu Kaisen,Shounen,Takada,ESFP,,,,8.5,
1392,Jujutsu Kaisen,Shounen,Quitting Waiter (Number 53),ENTJ,,,,8.5,
1393,Jujutsu Kaisen,Shounen,Yoshinobu Gakuganji,ESTJ,,,,8.5,
1394,Jujutsu Kaisen,Shounen,Saori,ENFJ,,,,8.5,
1395,Jujutsu Kaisen,Shounen,Ogi Zenin,ISTJ,,,,8.5,
1396,Jujutsu Kaisen,Shounen,Uro Takako,ENTJ,,,,8.5,
1397,Jujutsu Kaisen,Shounen,Kechizu,INFP,,,,8.5,
1398,Jujutsu Kaisen,Shounen,Megumi's Mother,XXXX,,,,8.5,
1399,Jujutsu Kaisen,Shounen,Remi,ESFJ,,,,8.5,
1400,Jujutsu Kaisen,Shounen,Bakery girl (Number 64),ESFJ,,,,8.5,
1401,Jujutsu Kaisen,Shounen,Misato Kuroi,INFP,,,,8.5,
1402,Jujutsu Kaisen,Shounen,Nanako Hasaba,ESFP,,,,8.5,
1403,Jujutsu Kaisen,Shounen,Fumi,INFP,,,,8.5,
1404,Jujutsu Kaisen,Shounen,Tengen,INFJ,,,,8.5,
1405,Jujutsu Kaisen,Shounen,Sasaki,ENFP,,,,8.5,
1406,Jujutsu Kaisen,Shounen,Boogie Woogie,ESTP,,,,8.5,
1407,Jujutsu Kaisen,Shounen,Rin Amai,ESFJ,,,,8.5,
1408,Jujutsu Kaisen,Shounen,Juzo Kumiya,ESFP,,,,8.5,
1409,Jujutsu Kaisen,Shounen,Shota Ito,ESTJ,,,,8.5,
1410,Jujutsu Kaisen,Shounen,Projection Sorcery,INTJ,,,,8.5,
1411,Jujutsu Kaisen,Shounen,Miracles,ESFP,,,,8.5,
1412,Jujutsu Kaisen,Shounen,Reggie Star,ENTP,,,,8.5,
1413,Jujutsu Kaisen,Shounen,Ichigoori Ryu,ESTP,,,,8.5,
1414,Jujutsu Kaisen,Shounen,Arata Nitta,ISFP,,,,8.5,
1415,Jujutsu Kaisen,Shounen,Eso,ESFJ,,,,8.5,
1416,Jujutsu Kaisen,Shounen,Mimiko Hasaba,INFJ,,,,8.5,
1417,Jujutsu Kaisen,Shounen,Jinichi Zenin,ISTP,,,,8.5,
1418,Jujutsu Kaisen,Shounen,Jin Itadori,ISFP,,,,8.5,
1419,Jujutsu Kaisen,Shounen,Iguchi,ESFP,,,,8.5,
1420,Jujutsu Kaisen,Shounen,Noritoshi Kamo (Ancestor),INTJ,,,,8.5,
1421,Jujutsu Kaisen,Shounen,Disaster Plants,INFP,,,,8.5,
1422,Jujutsu Kaisen,Shounen,Love Rendezvous,ESFJ,,,,8.5,
1423,Jujutsu Kaisen,Shounen,Maki and Mai’s Mother,ISFJ,,,,8.5,
1424,Jujutsu Kaisen,Shounen,Kogane,ESTP,,,,8.5,
1425,Jujutsu Kaisen,Shounen,Kurourushi,ESTP,,,,8.5,
1426,Jujutsu Kaisen,Shounen,Charles Bernard,ENFP,,,,8.5,
1427,Jujutsu Kaisen,Shounen,Hanyu,ESTP,,,,8.5,
1428,Jujutsu Kaisen,Shounen,Manami Suda,INFJ,,,,8.5,
1429,Jujutsu Kaisen,Shounen,Hagane Daido,XXXX,,,,8.5,
1430,Jujutsu Kaisen,Shounen,Rokujushi Miyo,ESFP,,,,8.5,
1431,Jujutsu Kaisen,Shounen,Lakdawalla Dhruv,ESTP,,,,8.5,
1432,JoJo's Bizarre Adventure,Supernatural,Jotaro Kujo,ISTP,,,,8.5,
1433,JoJo's Bizarre Adventure,Supernatural,Dio Brando,ENTJ,,,,8.5,
1434,JoJo's Bizarre Adventure,Supernatural,Josuke Higashikata,ENFP,,,,8.5,
1435,JoJo's Bizarre Adventure,Supernatural,Yoshikage Kira,ISTJ,,,,8.5,
1436,JoJo's Bizarre Adventure,Supernatural,Joseph Joestar,ESTP,,,,8.5,
1437,JoJo's Bizarre Adventure,Supernatural,Diavolo,INTJ,,,,8.5,
1438,JoJo's Bizarre Adventure,Supernatural,Giorno Giovanna,INTJ,,,,8.5,
1439,JoJo's Bizarre Adventure,Supernatural,Johnny Joestar,INTP,,,,8.5,
1440,JoJo's Bizarre Adventure,Supernatural,Yukako Yamagishi,INFP,,,,8.5,
1441,JoJo's Bizarre Adventure,Supernatural,Noriaki Kakyoin,INTP,,,,8.5,
1442,JoJo's Bizarre Adventure,Supernatural,Jonathan Joestar,ENFJ,,,,8.5,
1443,JoJo's Bizarre Adventure,Supernatural,Rohan Kishibe,INTJ,,,,8.5,
1444,JoJo's Bizarre Adventure,Supernatural,Enrico Pucci,INFJ,,,,8.5,
1445,JoJo's Bizarre Adventure,Supernatural,Gyro Zeppeli,ENTP,,,,8.5,
1446,JoJo's Bizarre Adventure,Supernatural,Pannacotta Fugo,INTP,,,,8.5,
1447,JoJo's Bizarre Adventure,Supernatural,Funny Valentine,ENTJ,,,,8.5,
1448,JoJo's Bizarre Adventure,Supernatural,Jodio Joestar,ENTJ,,,,8.5,
1449,JoJo's Bizarre Adventure,Supernatural,Jolyne Cujoh,ESTP,,,,8.5,
1450,JoJo's Bizarre Adventure,Supernatural,Bruno Bucciarati,ISTJ,,,,8.5,
1451,JoJo's Bizarre Adventure,Supernatural,Josuke Higashikata (Part 8),INFP,,,,8.5,
1452,JoJo's Bizarre Adventure,Supernatural,Guido Mista,ESTP,,,,8.5,
1453,JoJo's Bizarre Adventure,Supernatural,Diego Brando,INTJ,,,,8.5,
1454,JoJo's Bizarre Adventure,Supernatural,Terence T. D’Arby,INTJ,,,,8.5,
1455,JoJo's Bizarre Adventure,Supernatural,Enya the Hag,ENTJ,,,,8.5,
1456,JoJo's Bizarre Adventure,Supernatural,Jobin Higashikata,ENTJ,,,,8.5,
1457,JoJo's Bizarre Adventure,Supernatural,Kars,INTJ,,,,8.5,
1458,JoJo's Bizarre Adventure,Supernatural,Jean-Pierre Polnareff,ESFP,,,,8.5,
1459,JoJo's Bizarre Adventure,Supernatural,Baron Will A. Zeppeli,ENTP,,,,8.5,
1460,JoJo's Bizarre Adventure,Supernatural,Koichi Hirose,ISFJ,,,,8.5,
1461,JoJo's Bizarre Adventure,Supernatural,Trish Una,ISFP,,,,8.5,
1462,JoJo's Bizarre Adventure,Supernatural,Shigekiyo “Shigechi” Yangu,ISFP,,,,8.5,
1463,JoJo's Bizarre Adventure,Supernatural,Shizuka Joestar,ENFP,,,,8.5,
1464,JoJo's Bizarre Adventure,Supernatural,Suzuyo Hirose,XXXX,,,,8.5,
1465,JoJo's Bizarre Adventure,Supernatural,Risotto Nero,INTJ,,,,8.5,
1466,JoJo's Bizarre Adventure,Supernatural,Caesar Anthonio Zeppeli,ISFJ,,,,8.5,
1467,JoJo's Bizarre Adventure,Supernatural,Narciso Anasui,ISTP,,,,8.5,
1468,JoJo's Bizarre Adventure,Supernatural,Narancia Ghirga,ESFP,,,,8.5,
1469,JoJo's Bizarre Adventure,Supernatural,Cioccolata,ENTP,,,,8.5,
1470,JoJo's Bizarre Adventure,Supernatural,Yasuho Hirose,ENFJ,,,,8.5,
1471,JoJo's Bizarre Adventure,Supernatural,Ghiaccio,ESTJ,,,,8.5,
