,anime_name,anime_genre,character_name,character_mbti_type,Characters Kept,Apple TV,Youtube,Rating (IMDb),Message
3075,Toilet-bound Hanako-kun,Supernatural,Minamotos' Mom,INFJ,,,,7.4,
3076,Toilet-bound Hanako-kun,Supernatural,Nagisa Sensei,ENFP,,,,7.4,
3077,Toilet-bound Hanako-kun,Supernatural,Yugi Twins' Mom,INFJ,,,,7.4,
3078,Toilet-bound Hanako-kun,Supernatural,Yugi Twins' Dad,ENTP,,,,7.4,
3079,Toilet-bound Hanako-kun,Supernatural,Yokoo Shun,ENFP,,,,7.4,
3080,Toilet-bound Hanako-kun,Supernatural,Satou Yomogi,ISFJ,,,,7.4,
3081,Toilet-bound Hanako-kun,Supernatural,Minamoto Tiara,ENFP,,,,7.4,
3082,Toilet-bound Hanako-kun,Supernatural,Mokke,ESFP,,,,7.4,
3083,Toilet-bound Hanako-kun,Supernatural,Number 3,INTP,,,,7.4,
3084,Toilet-bound Hanako-kun,Supernatural,Mirai,ENFP,,,,7.4,
3085,Toilet-bound Hanako-kun,Supernatural,Misaki,ESFJ,,,,7.4,
3086,Toilet-bound Hanako-kun,Supernatural,Kako,ISTJ,,,,7.4,
3087,Toilet-bound Hanako-kun,Supernatural,Nagisa Kunishige,ESFJ,,,,7.4,
3088,Toilet-bound Hanako-kun,Supernatural,Minamoto Fairy,INFP,,,,7.4,
3089,Toilet-bound Hanako-kun,Supernatural,Yorimitsu no Minamoto,ENFJ,,,,7.4,
3090,Fullmetal Alchemist: Brotherhood,Shounen,Edward Elric,ENTP,,,,9.1,
3091,Fullmetal Alchemist: Brotherhood,Shounen,Alphonse Elric,INFP,,,,9.1,
3092,Fullmetal Alchemist: Brotherhood,Shounen,Envy,ESTP,,,,9.1,
3093,Fullmetal Alchemist: Brotherhood,Shounen,Olivier Mira Armstrong,ENTJ,,,,9.1,
3094,Fullmetal Alchemist: Brotherhood,Shounen,Roy Mustang,ENTJ,,,,9.1,
3095,Fullmetal Alchemist: Brotherhood,Shounen,Ling Yao,ENFJ,,,,9.1,
3096,Fullmetal Alchemist: Brotherhood,Shounen,"King Bradley ""Wrath""",ESTJ,,,,9.1,
3097,Fullmetal Alchemist: Brotherhood,Shounen,Greed,ESTP,,,,9.1,
3098,Fullmetal Alchemist: Brotherhood,Shounen,Father,INTJ,,,,9.1,
3099,Fullmetal Alchemist: Brotherhood,Shounen,Pride,INTJ,,,,9.1,
3100,Fullmetal Alchemist: Brotherhood,Shounen,Riza Hawkeye,ISTJ,,,,9.1,
3101,Fullmetal Alchemist: Brotherhood,Shounen,Shou Tucker,INTP,,,,9.1,
3102,Fullmetal Alchemist: Brotherhood,Shounen,Lust,INTJ,,,,9.1,
3103,Fullmetal Alchemist: Brotherhood,Shounen,Scar,ISTJ,,,,9.1,
3104,Fullmetal Alchemist: Brotherhood,Shounen,Van Hohenheim,INTP,,,,9.1,
3105,Fullmetal Alchemist: Brotherhood,Shounen,Maes Hughes,ENFJ,,,,9.1,
3106,Fullmetal Alchemist: Brotherhood,Shounen,Izumi Curtis,ESTJ,,,,9.1,
3107,Fullmetal Alchemist: Brotherhood,Shounen,The Truth,ENTP,,,,9.1,
3108,Fullmetal Alchemist: Brotherhood,Shounen,Winry Rockbell,ESFJ,,,,9.1,
3109,Fullmetal Alchemist: Brotherhood,Shounen,Gluttony,ESFP,,,,9.1,
3110,Fullmetal Alchemist: Brotherhood,Shounen,Alex Louis Armstrong,ESFJ,,,,9.1,
3111,Fullmetal Alchemist: Brotherhood,Shounen,Sloth,ISTP,,,,9.1,
3112,Fullmetal Alchemist: Brotherhood,Shounen,Nina Tucker,INFP,,,,9.1,
3113,Fullmetal Alchemist: Brotherhood,Shounen,Xiao-Mei,ISFP,,,,9.1,
3114,Fullmetal Alchemist: Brotherhood,Shounen,Rosé Thomas,ISFJ,,,,9.1,
3115,Fullmetal Alchemist: Brotherhood,Shounen,Isaac McDougal,INTJ,,,,9.1,
3116,Fullmetal Alchemist: Brotherhood,Shounen,Martel,ISFP,,,,9.1,
3117,Fullmetal Alchemist: Brotherhood,Shounen,Yuriy Rockbell,ENFP,,,,9.1,
3118,Fullmetal Alchemist: Brotherhood,Shounen,Solf J. Kimblee,ENTP,,,,9.1,
3119,Fullmetal Alchemist: Brotherhood,Shounen,Lan Fan,ISFJ,,,,9.1,
3120,Fullmetal Alchemist: Brotherhood,Shounen,May Chang,ENFP,,,,9.1,
3121,Fullmetal Alchemist: Brotherhood,Shounen,Jean Havoc,ISTP,,,,9.1,
3122,Fullmetal Alchemist: Brotherhood,Shounen,Sheska,ISFJ,,,,9.1,
3123,Fullmetal Alchemist: Brotherhood,Shounen,Trisha Elric,ISFJ,,,,9.1,
3124,Fullmetal Alchemist: Brotherhood,Shounen,Black Hayate,ISFP,,,,9.1,
3125,Fullmetal Alchemist: Brotherhood,Shounen,Dwarf in the Flask “Homunculus”,ENTP,,,,9.1,
3126,Fullmetal Alchemist: Brotherhood,Shounen,Miles,ISTJ,,,,9.1,
3127,Fullmetal Alchemist: Brotherhood,Shounen,Grumman,ENTP,,,,9.1,
3128,Fullmetal Alchemist: Brotherhood,Shounen,Barry the Chopper,ESTP,,,,9.1,
3129,Fullmetal Alchemist: Brotherhood,Shounen,Scar's Brother,INTP,,,,9.1,
3130,Fullmetal Alchemist: Brotherhood,Shounen,Alexander,ESFJ,,,,9.1,
3131,Fullmetal Alchemist: Brotherhood,Shounen,Dr. Knox,ISTP,,,,9.1,
3132,Fullmetal Alchemist: Brotherhood,Shounen,Heymans Breda,ISTJ,,,,9.1,
3133,Fullmetal Alchemist: Brotherhood,Shounen,Kain Fuery,ISFJ,,,,9.1,
3134,Fullmetal Alchemist: Brotherhood,Shounen,Sig Curtis,ISFJ,,,,9.1,
3135,Fullmetal Alchemist: Brotherhood,Shounen,Dolcetto,ISTP,,,,9.1,
3136,Fullmetal Alchemist: Brotherhood,Shounen,General Raven,ENFP,,,,9.1,
3137,Fullmetal Alchemist: Brotherhood,Shounen,Darius,ISTP,,,,9.1,
3138,Fullmetal Alchemist: Brotherhood,Shounen,Fu,ISTJ,,,,9.1,
3139,Fullmetal Alchemist: Brotherhood,Shounen,Gracia Hughes,ESFJ,,,,9.1,
3140,Fullmetal Alchemist: Brotherhood,Shounen,Basque Grand,ESTJ,,,,9.1,
3141,Fullmetal Alchemist: Brotherhood,Shounen,Denny Brosh,ESFP,,,,9.1,
3142,Fullmetal Alchemist: Brotherhood,Shounen,Rebecca Catalina,ENFP,,,,9.1,
3143,Fullmetal Alchemist: Brotherhood,Shounen,Vato Falman,ISTJ,,,,9.1,
3144,Fullmetal Alchemist: Brotherhood,Shounen,Buccaneer,ESTJ,,,,9.1,
3145,Fullmetal Alchemist: Brotherhood,Shounen,Maria Ross,ISFJ,,,,9.1,
3146,Fullmetal Alchemist: Brotherhood,Shounen,Tim Marcoh,INTP,,,,9.1,
3147,Fullmetal Alchemist: Brotherhood,Shounen,Pinako Rockbell,ESTJ,,,,9.1,
3148,Fullmetal Alchemist: Brotherhood,Shounen,Yoki,ESFP,,,,9.1,
3149,Fullmetal Alchemist: Brotherhood,Shounen,Roa,ISTJ,,,,9.1,
3150,Fullmetal Alchemist: Brotherhood,Shounen,Mrs. Bradley,ISFJ,,,,9.1,
3151,Fullmetal Alchemist: Brotherhood,Shounen,Chris Mustang (Madame Christmas),ESFJ,,,,9.1,
3152,Fullmetal Alchemist: Brotherhood,Shounen,Catherine Elle Armstrong,INFJ,,,,9.1,
3153,Fullmetal Alchemist: Brotherhood,Shounen,Paninya,ESTP,,,,9.1,
3154,Fullmetal Alchemist: Brotherhood,Shounen,Elicia Hughes,ESFJ,,,,9.1,
3155,Fullmetal Alchemist: Brotherhood,Shounen,Gold-Toothed Doctor,ENTP,,,,9.1,
3156,Fullmetal Alchemist: Brotherhood,Shounen,Klemin,ESTJ,,,,9.1,
3157,Fullmetal Alchemist: Brotherhood,Shounen,Edison,ESFP,,,,9.1,
3158,Fullmetal Alchemist: Brotherhood,Shounen,Lieutenant Gardner,ISFP,,,,9.1,
3159,Fullmetal Alchemist: Brotherhood,Shounen,Berthold Hawkeye,INTJ,,,,9.1,
3160,Fullmetal Alchemist: Brotherhood,Shounen,Logue Lowe,INFJ,,,,9.1,
3161,Fullmetal Alchemist: Brotherhood,Shounen,Fessler,ENTJ,,,,9.1,
3162,Fullmetal Alchemist: Brotherhood,Shounen,Giolio Comanche,ISTP,,,,9.1,
3163,Fullmetal Alchemist: Brotherhood,Shounen,Grandpa,ENFJ,,,,9.1,
3164,Fullmetal Alchemist: Brotherhood,Shounen,Rick,ESFP,,,,9.1,
3165,Fullmetal Alchemist: Brotherhood,Shounen,Heathcliff Erbe,ISFP,,,,9.1,
3166,Fullmetal Alchemist: Brotherhood,Shounen,Shan,ISFJ,,,,9.1,
3167,Fullmetal Alchemist: Brotherhood,Shounen,Mrs. Armstrong,ISTJ,,,,9.1,
3168,Fullmetal Alchemist: Brotherhood,Shounen,Phillip Gargantos Armstrong,ISFJ,,,,9.1,
3169,Fullmetal Alchemist: Brotherhood,Shounen,Bido,ISFP,,,,9.1,
3170,Fullmetal Alchemist: Brotherhood,Shounen,Patricia,INTP,,,,9.1,
3171,Fullmetal Alchemist: Brotherhood,Shounen,Charlie,ISTP,,,,9.1,
3172,Fullmetal Alchemist: Brotherhood,Shounen,Cornello,ESTJ,,,,9.1,
3173,Fullmetal Alchemist: Brotherhood,Shounen,Heinkel,ISTJ,,,,9.1,
3174,Fullmetal Alchemist: Brotherhood,Shounen,Henry Douglas,ISTJ,,,,9.1,
3175,Fullmetal Alchemist: Brotherhood,Shounen,Focker,ISFJ,,,,9.1,
3176,Fullmetal Alchemist: Brotherhood,Shounen,Lieutenant Fox,ESTJ,,,,9.1,
3177,Fullmetal Alchemist: Brotherhood,Shounen,Garfiel,ENTP,,,,9.1,
3178,Fullmetal Alchemist: Brotherhood,Shounen,King of Xerxes,ESTP,,,,9.1,
3179,Fullmetal Alchemist: Brotherhood,Shounen,Karley,ESFP,,,,9.1,
3180,Fullmetal Alchemist: Brotherhood,Shounen,Neil,ISTP,,,,9.1,
3181,Fullmetal Alchemist: Brotherhood,Shounen,Dominic LeCoulte,ISTJ,,,,9.1,
3182,Fullmetal Alchemist: Brotherhood,Shounen,Satella LeCoulte,ESFP,,,,9.1,
3183,Fullmetal Alchemist: Brotherhood,Shounen,Jude,ISFJ,,,,9.1,
3184,Fullmetal Alchemist: Brotherhood,Shounen,Meissner,ESFP,,,,9.1,
3185,Fullmetal Alchemist: Brotherhood,Shounen,Mrs. Hamburgang,XXXX,,,,9.1,
3186,Fullmetal Alchemist: Brotherhood,Shounen,Mr. Halling,ESTJ,,,,9.1,
3187,Fullmetal Alchemist: Brotherhood,Shounen,Ridel LeCoulte,INFP,,,,9.1,
3188,Fullmetal Alchemist: Brotherhood,Shounen,Henschel,ISFJ,,,,9.1,
3189,Fullmetal Alchemist: Brotherhood,Shounen,Scar's Master,ENFJ,,,,9.1,
3190,Fullmetal Alchemist: Brotherhood,Shounen,Sarah Rockbell,ISFJ,,,,9.1,
3191,Fullmetal Alchemist: Brotherhood,Shounen,Rosalie Hamburgang,ISFJ,,,,9.1,
3192,Fullmetal Alchemist: Brotherhood,Shounen,Den,ISFP,,,,9.1,
3193,Fullmetal Alchemist: Brotherhood,Shounen,Jerso,ESFP,,,,9.1,
3194,Fullmetal Alchemist: Brotherhood,Shounen,Ulchi,ESTP,,,,9.1,
3195,Fullmetal Alchemist: Brotherhood,Shounen,Zampano,ISTP,,,,9.1,
3196,Fullmetal Alchemist: Brotherhood,Shounen,Slicer,INTJ,,,,9.1,
3197,Fullmetal Alchemist: Brotherhood,Shounen,Slicer's Brother,ESFJ,,,,9.1,
3198,Fullmetal Alchemist: Brotherhood,Shounen,Law of Alchemy,ENTP,,,,9.1,
3199,Kaguya-sama: Love Is War,Comedy,Kaguya Shinomiya,INTJ,,,,8.5,
3200,Kaguya-sama: Love Is War,Comedy,Miyuki Shirogane,ENTJ,,,,8.5,
3201,Kaguya-sama: Love Is War,Comedy,Yu Ishigami,INTP,,,,8.5,
3202,Kaguya-sama: Love Is War,Comedy,Miko Iino,ISTJ,,,,8.5,
3203,Kaguya-sama: Love Is War,Comedy,Chika Fujiwara,ENFP,,,,8.5,
3204,Kaguya-sama: Love Is War,Comedy,Ai Hayasaka,INFJ,,,,8.5,
3205,Kaguya-sama: Love Is War,Comedy,Papa Shirogane,INTP,,,,8.5,
3206,Kaguya-sama: Love Is War,Comedy,Bakaguya,ESFP,,,,8.5,
3207,Kaguya-sama: Love Is War,Comedy,Erika Kose,INFP,,,,8.5,
3208,Kaguya-sama: Love Is War,Comedy,Kei Shirogane,ISTP,,,,8.5,
3209,Kaguya-sama: Love Is War,Comedy,Rei Onodera,ENTJ,,,,8.5,
3210,Kaguya-sama: Love Is War,Comedy,Kyoko Otomo,ESFJ,,,,8.5,
3211,Kaguya-sama: Love Is War,Comedy,Mikado Shijo,ENTP,,,,8.5,
3212,Kaguya-sama: Love Is War,Comedy,Moeha Fujiwara,ENFP,,,,8.5,
3213,Kaguya-sama: Love Is War,Comedy,Kobachi Osaragi,ISFJ,,,,8.5,
3214,Kaguya-sama: Love Is War,Comedy,Kozue Makihara,ENTP,,,,8.5,
3215,Kaguya-sama: Love Is War,Comedy,Adolphe Pescarolo,ESFJ,,,,8.5,
3216,Kaguya-sama: Love Is War,Comedy,Karen Kino,INFP,,,,8.5,
3217,Kaguya-sama: Love Is War,Comedy,Terashima,INFP,,,,8.5,
3218,Kaguya-sama: Love Is War,Comedy,Nao Hayasaka,ENFJ,,,,8.5,
3219,Kaguya-sama: Love Is War,Comedy,Ice Kaguya,INTJ,,,,8.5,
3220,Kaguya-sama: Love Is War,Comedy,Tsubame Koyasu,ENFJ,,,,8.5,
3221,Kaguya-sama: Love Is War,Comedy,Maki Shijo,ISFP,,,,8.5,
3222,Kaguya-sama: Love Is War,Comedy,Narrator,ENTP,,,,8.5,
3223,Kaguya-sama: Love Is War,Comedy,Ko Ogino,ESTP,,,,8.5,
3224,Kaguya-sama: Love Is War,Comedy,Go Kazamatsuri,ENTP,,,,8.5,
3225,Kaguya-sama: Love Is War,Comedy,Un'yo Shinomiya,ESTP,,,,8.5,
3226,Kaguya-sama: Love Is War,Comedy,Tsubasa Tanuma,ISFP,,,,8.5,
3227,Kaguya-sama: Love Is War,Comedy,Haysaca-chan,ESFJ,,,,8.5,
3228,Kaguya-sama: Love Is War,Comedy,Mama Shirogane,INTJ,,,,8.5,
3229,Kaguya-sama: Love Is War,Comedy,Nagisa Kashiwagi,ISFJ,,,,8.5,
3230,Kaguya-sama: Love Is War,Comedy,Pesu,ESFJ,,,,8.5,
3231,Kaguya-sama: Love Is War,Comedy,Momo Ryuju,ISTP,,,,8.5,
3232,Kaguya-sama: Love Is War,Comedy,Gan'an Shinomiya,ENTJ,,,,8.5,
3233,Kaguya-sama: Love Is War,Comedy,Hayato Hongo,INFP,,,,8.5,
3234,Kaguya-sama: Love Is War,Comedy,Kaguya-sama wa Kokurasetai (series),ENTP,,,,8.5,
3235,Kaguya-sama: Love Is War,Comedy,Sick Kaguya,INFP,,,,8.5,
3236,Kaguya-sama: Love Is War,Comedy,Toyomi Fujiwara,ISFP,,,,8.5,
3237,Kaguya-sama: Love Is War,Comedy,Kazeno,ESFP,,,,8.5,
3238,Kaguya-sama: Love Is War,Comedy,Smithee A. Herthaka,ISFJ,,,,8.5,
3239,Kaguya-sama: Love Is War,Comedy,Betsy Beltoise,ISTP,,,,8.5,
3240,Kaguya-sama: Love Is War,Comedy,Koromo Shiranui,INTP,,,,8.5,
3241,Kaguya-sama: Love Is War,Comedy,Oko Shinomiya,ESTJ,,,,8.5,
3242,Kaguya-sama: Love Is War,Comedy,Daichi Fujiwara,ENFP,,,,8.5,
3243,Kaguya-sama: Love Is War,Comedy,Daiki Sato,INTP,,,,8.5,
3244,Kaguya-sama: Love Is War,Comedy,Fujiwara's Grandfather,ESFJ,,,,8.5,
3245,Kaguya-sama: Love Is War,Comedy,Hikaru Oobayashi,ISTP,,,,8.5,
3246,Kaguya-sama: Love Is War,Comedy,Ienaga,ESFP,,,,8.5,
3247,Kaguya-sama: Love Is War,Comedy,Ishigami's Brother,INTJ,,,,8.5,
3248,Kaguya-sama: Love Is War,Comedy,Izumi,ENTP,,,,8.5,
3249,Kaguya-sama: Love Is War,Comedy,J. Suzuki of Koenji,ISTJ,,,,8.5,
3250,Kaguya-sama: Love Is War,Comedy,Kaguya (Child),INTJ,,,,8.5,
3251,Kaguya-sama: Love Is War,Comedy,Kaguya's Sister-in-law,ESTJ,,,,8.5,
3252,Kaguya-sama: Love Is War,Comedy,Kaoru,ISFJ,,,,8.5,
3253,Kaguya-sama: Love Is War,Comedy,Kazu,ESTP,,,,8.5,
3254,Kaguya-sama: Love Is War,Comedy,Kiyoshi,XXXX,,,,8.5,
3255,Kaguya-sama: Love Is War,Comedy,Maho Fujiwara,ISTJ,,,,8.5,
3256,Kaguya-sama: Love Is War,Comedy,Maki,ISFJ,,,,8.5,
3257,Kaguya-sama: Love Is War,Comedy,Masaru Kobayashi,XXXX,,,,8.5,
3258,Kaguya-sama: Love Is War,Comedy,Mikiti,INFP,,,,8.5,
3259,Kaguya-sama: Love Is War,Comedy,Murasaki,XXXX,,,,8.5,
3260,Kaguya-sama: Love Is War,Comedy,Dr. Shozo Tanuma,ESFJ,,,,8.5,
3261,Kaguya-sama: Love Is War,Comedy,Masato Hayasaka,ESTJ,,,,8.5,
3262,Kaguya-sama: Love Is War,Comedy,Haysaca-kun,ISTJ,,,,8.5,
3263,Kaguya-sama: Love Is War,Comedy,Previous Student Council President,ENTP,,,,8.5,
3264,Kaguya-sama: Love Is War,Comedy,Saburo Odajima,ISTJ,,,,8.5,
3265,Kaguya-sama: Love Is War,Comedy,haznedar ryuju,ISTP,,,,8.5,
3266,Chainsaw Man,Shounen,Makima,ENFJ,,,,8.3,
3267,Chainsaw Man,Shounen,Denji,ESTP,,,,8.3,
3268,Chainsaw Man,Shounen,Asa Mitaka,INTP,,,,8.3,
